231 74
583 60
665 100
939 81
518 25
30 100
956 5
632 77
89 23
738 16
997 40
311 75
159 15
526 97
154 61
778 74
977 83
802 55
1011 37
258 97
579 11
937 64
886 24
172 88
517 58
267 19
640 69
535 78
303 76
518 66
388 79
683 22
845 17
849 73
372 77
612 63
608 55
892 87
729 53
488 43
918 54
766 34
400 53
257 62
120 64
589 18
279 68
781 3
24 52
140 73
25 51
178 70
519 45
292 8
161 1
132 73
452 5
238 8
851 73
366 7
771 31
796 100
967 30
520 6
442 98
743 98
199 13
801 60
519 64
741 97
831 94
571 94
566 40
539 59
15 67
710 54
520 9
233 56
143 28
660 59
358 4
189 28
703 78
114 49
854 88
977 86
933 52
914 71
166 43
363 73
899 60
952 32
26 46
905 13
548 62
751 76
785 36
345 1
143 47
785 60
894 1
932 56
139 34
794 99
716 23
963 61
827 77
33 30
912 27
117 12
753 29
143 25
558 97
299 83
644 91
788 18
3 98
925 54
129 22
83 31
571 31
549 59
1023 84
752 84
710 40
375 18
574 38
962 79
290 4
977 44
766 90
244 76
883 85
924 1
439 1
949 21
200 49
548 42
1021 74
213 14
732 54
652 41
134 39
592 63
423 83
694 100
467 12
168 42
663 50
665 87
210 45
711 14
458 16
204 43
466 95
887 44
492 80
606 56
299 8
278 40
336 36
973 90
492 9
830 28
1017 46
451 85
433 5
770 20
856 99
329 75
392 22
817 8
414 67
983 98
930 97
516 85
64 30
1 57
830 5
65 15
895 84
916 68
191 30
630 54
868 23
892 15
928 66
439 38
1011 28
155 7
873 31
885 56
24 36
637 98
372 93
620 96
528 82
986 38
593 13
591 21
988 24
46 47
825 42
230 9
419 61
921 96
242 83
121 58
503 69
694 39
682 64
492 97
634 99
532 82
798 21
14 86
857 4
666 58
870 40
619 27
839 64
369 58
883 35
473 71
637 40
28 54
971 51
975 88
279 97
307 37
172 81
490 68
664 76
61 20
591 29
393 56
730 78
770 19
317 68
486 54
552 29
808 32
306 97
683 64
332 39
760 81
982 77
659 86
741 3
282 97
639 42
194 78
255 19
928 65
397 33
210 42
524 65
389 20
755 68
556 86
830 3
215 54
857 94
232 69
308 97
85 24
562 87
926 70
452 26
41 14
