350 18
802 7
994 6
281 31
548 88
746 28
706 20
577 15
956 28
53 57
761 74
563 48
259 37
615 56
609 45
49 18
737 55
675 44
916 55
172 26
748 18
1007 26
407 96
573 36
539 30
221 52
365 56
234 41
473 98
1014 61
869 82
487 22
844 80
496 5
285 22
65 76
325 85
648 59
372 64
655 94
1024 7
667 12
79 37
182 27
186 37
754 82
128 97
851 48
840 89
77 38
428 70
945 13
308 45
225 60
977 37
712 82
273 8
127 9
760 78
300 78
401 46
973 45
935 70
263 27
736 76
936 2
674 96
691 53
903 41
923 62
283 97
233 93
100 80
923 41
824 67
174 11
797 85
701 66
655 98
334 24
833 24
527 99
918 43
963 60
464 4
881 11
617 81
193 60
590 34
712 68
604 75
7 19
889 4
594 53
30 91
739 38
297 79
75 60
485 21
949 76
690 92
404 75
641 19
512 48
904 82
361 43
889 62
489 29
293 6
571 81
245 48
482 61
285 2
449 59
986 37
72 19
241 94
331 91
527 5
293 51
617 42
395 30
433 49
507 65
189 25
606 33
627 95
563 16
30 62
892 59
74 80
542 16
315 11
197 74
454 89
859 15
994 3
830 3
680 5
1007 69
577 82
232 57
819 77
563 79
961 96
190 71
295 39
127 29
97 7
400 43
724 88
830 12
936 91
425 61
382 48
804 63
555 8
755 5
762 76
300 47
945 38
864 70
6 39
544 38
915 67
459 64
976 23
244 61
107 33
559 10
660 19
630 94
73 88
483 6
60 52
1024 17
556 46
645 31
157 51
560 65
269 3
215 38
102 95
401 5
675 10
249 79
611 15
114 76
782 28
651 24
279 13
928 1
967 41
82 24
319 11
225 11
823 95
200 57
620 11
841 69
228 13
943 100
193 36
577 44
928 88
809 8
1007 100
575 57
274 47
550 79
677 87
795 22
400 30
179 45
25 28
380 63
134 66
260 41
961 96
895 14
1019 67
169 32
740 18
854 1
765 41
238 39
642 62
252 27
654 31
880 13
882 42
260 32
595 41
1021 16
229 83
228 75
228 100
873 17
73 2
459 84
218 56
147 69
926 85
976 57
848 86
1014 99
755 51
394 49
691 51
754 6
274 91
906 42
