3979 95
446 22
2851 54
2486 78
3551 77
4039 94
2257 19
1341 1
2090 98
274 27
2703 98
3671 90
1754 100
559 55
191 6
1826 23
3166 59
1956 8
585 72
3493 22
3724 43
1789 32
2951 23
2895 98
1286 33
331 46
2184 45
67 87
692 61
2357 73
1794 24
2011 15
1801 15
2619 3
691 69
2475 14
686 17
1521 60
1784 89
3181 33
824 25
2340 95
1217 53
3498 81
3044 45
1880 59
3960 2
1516 85
3832 95
2546 67
1832 89
949 92
3739 25
801 29
3827 44
1880 25
1138 80
2379 73
419 98
1831 88
3067 4
2231 97
454 56
3753 79
2453 45
3299 68
2519 12
3739 97
3471 31
914 14
59 99
2904 74
2438 63
2804 18
73 62
1673 26
819 86
1129 54
1977 62
3569 17
1572 14
1199 76
3140 17
4080 44
3599 6
3986 31
1178 50
330 4
1947 53
318 79
2358 49
2652 5
31 49
2343 33
3250 47
2889 97
2410 59
1162 47
1783 21
2348 53
1020 68
1740 71
2131 26
2668 27
38 12
1817 6
1611 39
21 98
740 53
1584 32
2010 80
397 78
2131 12
2752 44
3455 35
1737 93
28 35
2210 32
1292 56
3036 42
3835 26
3864 93
3011 2
1999 86
2955 25
159 34
1586 1
4030 89
2541 98
1415 97
1095 23
1077 62
2643 31
2960 76
196 73
1423 41
251 23
403 21
127 23
1935 97
2462 63
1770 8
292 76
40 91
3373 2
1517 52
426 26
553 28
1380 33
2283 18
102 24
2122 3
398 94
3852 85
532 51
340 44
811 18
102 50
2113 35
1189 25
1270 10
1110 92
1097 17
1275 70
1511 68
1543 55
1238 24
1795 77
3570 73
2005 38
1077 6
2401 62
364 79
2936 2
1562 25
3946 19
1781 25
3081 59
926 17
2940 40
2278 76
517 63
4082 72
2823 46
2379 48
2526 78
983 59
4093 30
3535 35
1302 60
1736 34
1068 77
2579 46
1800 79
1336 48
1767 91
2339 85
2165 48
3610 73
3967 14
998 4
3829 24
1577 27
1528 22
895 92
1782 32
4072 27
1136 82
4094 27
63 73
2136 66
3594 68
880 39
284 78
1814 74
2372 45
934 16
2686 12
2189 78
2987 94
2325 22
2766 87
3548 66
3405 63
8 10
1299 12
1660 14
2336 7
1091 42
1871 62
567 8
469 46
3244 17
63 68
3591 21
3415 62
1573 83
868 66
2820 85
2540 72
3404 58
3860 18
1867 73
2918 47
2952 88
1679 93
659 83
2051 3
24 79
2522 42
362 87
599 75
3004 64
1484 52
2802 26
3926 73
3131 77
1818 35
3599 73
2265 56
3901 50
969 28
1987 49
1092 73
3903 29
4063 86
282 3
2945 67
2807 4
2956 11
3718 51
2462 28
2492 85
3733 19
562 26
2005 51
3025 85
589 92
1932 16
2715 9
3365 76
1946 13
1855 37
3248 89
2857 60
1682 85
1358 28
2039 77
1440 89
2708 22
2626 10
3863 51
2009 48
3192 14
2824 5
2173 86
1098 41
1963 92
691 41
2444 42
909 3
3869 6
2804 77
228 100
2085 75
1588 5
225 77
2795 84
2177 80
2715 60
2089 1
3279 87
3138 67
1910 92
257 38
3190 76
1440 6
1766 59
587 59
1359 56
3658 91
302 40
1732 68
2918 70
551 10
45 84
4029 99
1400 74
3969 37
3987 76
31 76
243 81
1112 37
2628 86
1272 2
4088 86
313 82
4037 36
1824 43
1187 79
2204 37
1779 59
868 24
68 61
3395 16
2750 25
910 9
646 43
4032 32
3698 18
507 74
3079 16
2133 42
589 79
2333 29
1320 31
3472 78
3012 13
1040 6
1722 20
3066 46
1152 86
4091 44
3432 30
245 89
917 38
3668 35
312 42
1345 14
3343 77
2345 84
1284 28
1401 80
3007 41
2984 7
875 51
2041 85
2096 41
1391 79
725 50
452 92
1116 79
2754 44
1035 79
3341 70
1965 10
1003 57
1339 4
446 73
42 14
1052 93
1383 58
3301 78
102 39
3838 27
890 56
2598 73
85 45
2719 100
377 33
1819 25
242 92
2743 82
2172 21
3436 4
2368 57
502 74
1501 41
2478 78
1548 23
3590 89
1106 66
1504 55
425 29
906 37
80 24
3854 66
2463 54
3276 23
891 12
3410 27
3975 80
1819 87
2077 33
820 61
424 5
460 48
1600 7
2104 5
3965 20
173 37
688 17
3519 5
305 28
395 79
1539 41
3657 6
363 55
2973 65
1000 5
614 35
2493 49
3710 80
2226 33
1700 66
407 52
659 69
1212 39
2800 64
699 73
2943 65
1838 30
2999 95
263 49
3002 57
988 77
255 53
3237 60
384 70
562 45
2779 1
1451 63
2767 71
558 69
972 63
243 27
3023 91
950 6
1714 5
664 26
616 30
2645 75
1099 81
660 27
4048 56
669 26
1609 17
2666 29
1821 91
412 16
2639 60
2177 92
3027 35
2772 70
2595 62
1224 42
3059 91
792 29
1324 15
2227 23
3849 97
1385 11
3417 76
1518 30
3927 1
1325 44
733 50
2307 21
3474 38
3383 97
553 30
3336 90
124 10
1756 83
1667 40
1913 41
1497 2
2783 36
927 55
2302 9
3570 14
1911 86
3124 21
3473 28
654 4
1531 83
783 13
3926 65
3240 75
1190 56
3809 84
593 12
2318 86
3541 40
